id	choice_key	dilemma_key	payload_key	value
27274993	FIRST	sw_rebellion_oppressor_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27274994	FIRST	sw_rebellion_oppressor_vik_reg_nas	sw_rebellion_oppressor_1	DURATION[4]
27274995	FIRST	sw_rebellion_oppressor_vik_reg_nas	TARGET	EVENT
27274996	SECOND	sw_rebellion_oppressor_vik_reg_nas	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274997	FIRST	sw_rebellion_oppressor_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27274998	FIRST	sw_rebellion_oppressor_vik_reg_northhamtun	sw_rebellion_oppressor_1	DURATION[4]
27274999	FIRST	sw_rebellion_oppressor_vik_reg_northhamtun	TARGET	EVENT
27275000	SECOND	sw_rebellion_oppressor_vik_reg_northhamtun	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275001	FIRST	sw_rebellion_oppressor_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275002	FIRST	sw_rebellion_oppressor_vik_reg_northwic	sw_rebellion_oppressor_1	DURATION[4]
27275003	FIRST	sw_rebellion_oppressor_vik_reg_northwic	TARGET	EVENT
27275004	SECOND	sw_rebellion_oppressor_vik_reg_northwic	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275005	FIRST	sw_rebellion_oppressor_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275006	FIRST	sw_rebellion_oppressor_vik_reg_rath_cruachan	sw_rebellion_oppressor_1	DURATION[4]
27275007	FIRST	sw_rebellion_oppressor_vik_reg_rath_cruachan	TARGET	EVENT
27275008	SECOND	sw_rebellion_oppressor_vik_reg_rath_cruachan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275009	FIRST	sw_rebellion_oppressor_vik_reg_rendlesham	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275010	FIRST	sw_rebellion_oppressor_vik_reg_rendlesham	sw_rebellion_oppressor_1	DURATION[4]
27275011	FIRST	sw_rebellion_oppressor_vik_reg_rendlesham	TARGET	EVENT
27275012	SECOND	sw_rebellion_oppressor_vik_reg_rendlesham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275013	FIRST	sw_rebellion_oppressor_vik_reg_scoan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275014	FIRST	sw_rebellion_oppressor_vik_reg_scoan	sw_rebellion_oppressor_1	DURATION[4]
27275015	FIRST	sw_rebellion_oppressor_vik_reg_scoan	TARGET	EVENT
27275016	SECOND	sw_rebellion_oppressor_vik_reg_scoan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275017	FIRST	sw_rebellion_oppressor_vik_reg_seolesigge	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275018	FIRST	sw_rebellion_oppressor_vik_reg_seolesigge	sw_rebellion_oppressor_1	DURATION[4]
27275019	FIRST	sw_rebellion_oppressor_vik_reg_seolesigge	TARGET	EVENT
27275020	SECOND	sw_rebellion_oppressor_vik_reg_seolesigge	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275021	FIRST	sw_rebellion_oppressor_vik_reg_snotingaham	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275022	FIRST	sw_rebellion_oppressor_vik_reg_snotingaham	sw_rebellion_oppressor_1	DURATION[4]
27275023	FIRST	sw_rebellion_oppressor_vik_reg_snotingaham	TARGET	EVENT
27275024	SECOND	sw_rebellion_oppressor_vik_reg_snotingaham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275025	FIRST	sw_rebellion_oppressor_vik_reg_steanford	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275026	FIRST	sw_rebellion_oppressor_vik_reg_steanford	sw_rebellion_oppressor_1	DURATION[4]
27275027	FIRST	sw_rebellion_oppressor_vik_reg_steanford	TARGET	EVENT
27275028	SECOND	sw_rebellion_oppressor_vik_reg_steanford	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275029	FIRST	sw_rebellion_oppressor_vik_reg_tamworthige	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275030	FIRST	sw_rebellion_oppressor_vik_reg_tamworthige	sw_rebellion_oppressor_1	DURATION[4]
27275031	FIRST	sw_rebellion_oppressor_vik_reg_tamworthige	TARGET	EVENT
27275032	SECOND	sw_rebellion_oppressor_vik_reg_tamworthige	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275033	FIRST	sw_rebellion_oppressor_vik_reg_tintagol	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275034	FIRST	sw_rebellion_oppressor_vik_reg_tintagol	sw_rebellion_oppressor_1	DURATION[4]
27275035	FIRST	sw_rebellion_oppressor_vik_reg_tintagol	TARGET	EVENT
27275036	SECOND	sw_rebellion_oppressor_vik_reg_tintagol	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275037	FIRST	sw_rebellion_oppressor_vik_reg_tor_in_duine	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275038	FIRST	sw_rebellion_oppressor_vik_reg_tor_in_duine	sw_rebellion_oppressor_1	DURATION[4]
27275039	FIRST	sw_rebellion_oppressor_vik_reg_tor_in_duine	TARGET	EVENT
27275040	SECOND	sw_rebellion_oppressor_vik_reg_tor_in_duine	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275041	FIRST	sw_rebellion_oppressor_vik_reg_vedrafjordr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275042	FIRST	sw_rebellion_oppressor_vik_reg_vedrafjordr	sw_rebellion_oppressor_1	DURATION[4]
27275043	FIRST	sw_rebellion_oppressor_vik_reg_vedrafjordr	TARGET	EVENT
27275044	SECOND	sw_rebellion_oppressor_vik_reg_vedrafjordr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275045	FIRST	sw_rebellion_oppressor_vik_reg_veisafjordr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275046	FIRST	sw_rebellion_oppressor_vik_reg_veisafjordr	sw_rebellion_oppressor_1	DURATION[4]
27275047	FIRST	sw_rebellion_oppressor_vik_reg_veisafjordr	TARGET	EVENT
27275048	SECOND	sw_rebellion_oppressor_vik_reg_veisafjordr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275049	FIRST	sw_rebellion_oppressor_vik_reg_waerincwicum	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275050	FIRST	sw_rebellion_oppressor_vik_reg_waerincwicum	sw_rebellion_oppressor_1	DURATION[4]
27275051	FIRST	sw_rebellion_oppressor_vik_reg_waerincwicum	TARGET	EVENT
27275052	SECOND	sw_rebellion_oppressor_vik_reg_waerincwicum	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275053	FIRST	sw_rebellion_oppressor_vik_reg_werham	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275054	FIRST	sw_rebellion_oppressor_vik_reg_werham	sw_rebellion_oppressor_1	DURATION[4]
27275055	FIRST	sw_rebellion_oppressor_vik_reg_werham	TARGET	EVENT
27275056	SECOND	sw_rebellion_oppressor_vik_reg_werham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275057	FIRST	sw_rebellion_oppressor_vik_reg_wintanceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275058	FIRST	sw_rebellion_oppressor_vik_reg_wintanceaster	sw_rebellion_oppressor_1	DURATION[4]
27275059	FIRST	sw_rebellion_oppressor_vik_reg_wintanceaster	TARGET	EVENT
27275060	SECOND	sw_rebellion_oppressor_vik_reg_wintanceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27275061	FIRST	sw_rebellion_rioting_household_guard_vik_reg_aberffro	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275062	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aberffro	DAMAGE_BUILDING	MIN[40];MAX[90]
27275063	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aberffro	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275064	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aberffro	TARGET	EVENT
27275065	FIRST	sw_rebellion_rioting_household_guard_vik_reg_aberteifi	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275066	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aberteifi	DAMAGE_BUILDING	MIN[40];MAX[90]
27275067	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aberteifi	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275068	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aberteifi	TARGET	EVENT
27275069	FIRST	sw_rebellion_rioting_household_guard_vik_reg_achadh_bo	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275070	SECOND	sw_rebellion_rioting_household_guard_vik_reg_achadh_bo	DAMAGE_BUILDING	MIN[40];MAX[90]
27275071	SECOND	sw_rebellion_rioting_household_guard_vik_reg_achadh_bo	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275072	SECOND	sw_rebellion_rioting_household_guard_vik_reg_achadh_bo	TARGET	EVENT
27275073	FIRST	sw_rebellion_rioting_household_guard_vik_reg_aethelingaeg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275074	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aethelingaeg	DAMAGE_BUILDING	MIN[40];MAX[90]
27275075	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aethelingaeg	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275076	SECOND	sw_rebellion_rioting_household_guard_vik_reg_aethelingaeg	TARGET	EVENT
27275077	FIRST	sw_rebellion_rioting_household_guard_vik_reg_airchardan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275078	SECOND	sw_rebellion_rioting_household_guard_vik_reg_airchardan	DAMAGE_BUILDING	MIN[40];MAX[90]
27275079	SECOND	sw_rebellion_rioting_household_guard_vik_reg_airchardan	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275080	SECOND	sw_rebellion_rioting_household_guard_vik_reg_airchardan	TARGET	EVENT
27275081	FIRST	sw_rebellion_rioting_household_guard_vik_reg_bebbanburg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275082	SECOND	sw_rebellion_rioting_household_guard_vik_reg_bebbanburg	DAMAGE_BUILDING	MIN[40];MAX[90]
27275083	SECOND	sw_rebellion_rioting_household_guard_vik_reg_bebbanburg	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275084	SECOND	sw_rebellion_rioting_household_guard_vik_reg_bebbanburg	TARGET	EVENT
27275085	FIRST	sw_rebellion_rioting_household_guard_vik_reg_blascona	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275086	SECOND	sw_rebellion_rioting_household_guard_vik_reg_blascona	DAMAGE_BUILDING	MIN[40];MAX[90]
27275087	SECOND	sw_rebellion_rioting_household_guard_vik_reg_blascona	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275088	SECOND	sw_rebellion_rioting_household_guard_vik_reg_blascona	TARGET	EVENT
27275089	FIRST	sw_rebellion_rioting_household_guard_vik_reg_bornais	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275090	SECOND	sw_rebellion_rioting_household_guard_vik_reg_bornais	DAMAGE_BUILDING	MIN[40];MAX[90]
27275091	SECOND	sw_rebellion_rioting_household_guard_vik_reg_bornais	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275092	SECOND	sw_rebellion_rioting_household_guard_vik_reg_bornais	TARGET	EVENT
27275093	FIRST	sw_rebellion_rioting_household_guard_vik_reg_cair_gwent	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275094	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cair_gwent	DAMAGE_BUILDING	MIN[40];MAX[90]
27275095	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cair_gwent	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275096	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cair_gwent	TARGET	EVENT
27275097	FIRST	sw_rebellion_rioting_household_guard_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275098	SECOND	sw_rebellion_rioting_household_guard_vik_reg_caisil	DAMAGE_BUILDING	MIN[40];MAX[90]
27275099	SECOND	sw_rebellion_rioting_household_guard_vik_reg_caisil	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275100	SECOND	sw_rebellion_rioting_household_guard_vik_reg_caisil	TARGET	EVENT
27275101	FIRST	sw_rebellion_rioting_household_guard_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275102	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cantwaraburg	DAMAGE_BUILDING	MIN[40];MAX[90]
27275103	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cantwaraburg	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275104	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cantwaraburg	TARGET	EVENT
27275105	FIRST	sw_rebellion_rioting_household_guard_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275106	SECOND	sw_rebellion_rioting_household_guard_vik_reg_carleol	DAMAGE_BUILDING	MIN[40];MAX[90]
27275107	SECOND	sw_rebellion_rioting_household_guard_vik_reg_carleol	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275108	SECOND	sw_rebellion_rioting_household_guard_vik_reg_carleol	TARGET	EVENT
27275109	FIRST	sw_rebellion_rioting_household_guard_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275110	SECOND	sw_rebellion_rioting_household_guard_vik_reg_casteltoun	DAMAGE_BUILDING	MIN[40];MAX[90]
27275111	SECOND	sw_rebellion_rioting_household_guard_vik_reg_casteltoun	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275112	SECOND	sw_rebellion_rioting_household_guard_vik_reg_casteltoun	TARGET	EVENT
27275113	FIRST	sw_rebellion_rioting_household_guard_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275114	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cathair_commain	DAMAGE_BUILDING	MIN[40];MAX[90]
27275115	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cathair_commain	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275116	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cathair_commain	TARGET	EVENT
27275117	FIRST	sw_rebellion_rioting_household_guard_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275118	SECOND	sw_rebellion_rioting_household_guard_vik_reg_ceaster	DAMAGE_BUILDING	MIN[40];MAX[90]
27275119	SECOND	sw_rebellion_rioting_household_guard_vik_reg_ceaster	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275120	SECOND	sw_rebellion_rioting_household_guard_vik_reg_ceaster	TARGET	EVENT
27275121	FIRST	sw_rebellion_rioting_household_guard_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275122	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cetretha	DAMAGE_BUILDING	MIN[40];MAX[90]
27275123	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cetretha	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275124	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cetretha	TARGET	EVENT
27275125	FIRST	sw_rebellion_rioting_household_guard_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275126	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cippanhamm	DAMAGE_BUILDING	MIN[40];MAX[90]
27275127	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cippanhamm	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275128	SECOND	sw_rebellion_rioting_household_guard_vik_reg_cippanhamm	TARGET	EVENT
27275129	FIRST	sw_rebellion_rioting_household_guard_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275130	SECOND	sw_rebellion_rioting_household_guard_vik_reg_colneceaster	DAMAGE_BUILDING	MIN[40];MAX[90]
27275131	SECOND	sw_rebellion_rioting_household_guard_vik_reg_colneceaster	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275132	SECOND	sw_rebellion_rioting_household_guard_vik_reg_colneceaster	TARGET	EVENT
27275133	FIRST	sw_rebellion_rioting_household_guard_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275134	SECOND	sw_rebellion_rioting_household_guard_vik_reg_corcach	DAMAGE_BUILDING	MIN[40];MAX[90]
27275135	SECOND	sw_rebellion_rioting_household_guard_vik_reg_corcach	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275136	SECOND	sw_rebellion_rioting_household_guard_vik_reg_corcach	TARGET	EVENT
27275137	FIRST	sw_rebellion_rioting_household_guard_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275138	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dinefwr	DAMAGE_BUILDING	MIN[40];MAX[90]
27275139	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dinefwr	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275140	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dinefwr	TARGET	EVENT
27275141	FIRST	sw_rebellion_rioting_household_guard_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275142	SECOND	sw_rebellion_rioting_household_guard_vik_reg_doreceaster	DAMAGE_BUILDING	MIN[40];MAX[90]
27275143	SECOND	sw_rebellion_rioting_household_guard_vik_reg_doreceaster	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275144	SECOND	sw_rebellion_rioting_household_guard_vik_reg_doreceaster	TARGET	EVENT
27275145	FIRST	sw_rebellion_rioting_household_guard_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275146	SECOND	sw_rebellion_rioting_household_guard_vik_reg_druim_da_ethiar	DAMAGE_BUILDING	MIN[40];MAX[90]
27275147	SECOND	sw_rebellion_rioting_household_guard_vik_reg_druim_da_ethiar	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275148	SECOND	sw_rebellion_rioting_household_guard_vik_reg_druim_da_ethiar	TARGET	EVENT
27275149	FIRST	sw_rebellion_rioting_household_guard_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275150	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_att	DAMAGE_BUILDING	MIN[40];MAX[90]
27275151	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_att	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275152	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_att	TARGET	EVENT
27275153	FIRST	sw_rebellion_rioting_household_guard_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275154	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_foither	DAMAGE_BUILDING	MIN[40];MAX[90]
27275155	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_foither	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275156	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_foither	TARGET	EVENT
27275157	FIRST	sw_rebellion_rioting_household_guard_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275158	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_patraic	DAMAGE_BUILDING	MIN[40];MAX[90]
27275159	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_patraic	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275160	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_patraic	TARGET	EVENT
27275161	FIRST	sw_rebellion_rioting_household_guard_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275162	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_sebuirgi	DAMAGE_BUILDING	MIN[40];MAX[90]
27275163	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_sebuirgi	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275164	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dun_sebuirgi	TARGET	EVENT
27275165	FIRST	sw_rebellion_rioting_household_guard_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275166	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dyflin	DAMAGE_BUILDING	MIN[40];MAX[90]
27275167	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dyflin	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275168	SECOND	sw_rebellion_rioting_household_guard_vik_reg_dyflin	TARGET	EVENT
27275169	FIRST	sw_rebellion_rioting_household_guard_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275170	SECOND	sw_rebellion_rioting_household_guard_vik_reg_eidenburg	DAMAGE_BUILDING	MIN[40];MAX[90]
27275171	SECOND	sw_rebellion_rioting_household_guard_vik_reg_eidenburg	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275172	SECOND	sw_rebellion_rioting_household_guard_vik_reg_eidenburg	TARGET	EVENT
27275173	FIRST	sw_rebellion_rioting_household_guard_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275174	SECOND	sw_rebellion_rioting_household_guard_vik_reg_eoferwic	DAMAGE_BUILDING	MIN[40];MAX[90]
27275175	SECOND	sw_rebellion_rioting_household_guard_vik_reg_eoferwic	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275176	SECOND	sw_rebellion_rioting_household_guard_vik_reg_eoferwic	TARGET	EVENT
27275177	FIRST	sw_rebellion_rioting_household_guard_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275178	SECOND	sw_rebellion_rioting_household_guard_vik_reg_exanceaster	DAMAGE_BUILDING	MIN[40];MAX[90]
27275179	SECOND	sw_rebellion_rioting_household_guard_vik_reg_exanceaster	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275180	SECOND	sw_rebellion_rioting_household_guard_vik_reg_exanceaster	TARGET	EVENT
27275181	FIRST	sw_rebellion_rioting_household_guard_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275182	SECOND	sw_rebellion_rioting_household_guard_vik_reg_gleawceaster	DAMAGE_BUILDING	MIN[40];MAX[90]
27275183	SECOND	sw_rebellion_rioting_household_guard_vik_reg_gleawceaster	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275184	SECOND	sw_rebellion_rioting_household_guard_vik_reg_gleawceaster	TARGET	EVENT
27275185	FIRST	sw_rebellion_rioting_household_guard_vik_reg_grantabrycg	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275186	SECOND	sw_rebellion_rioting_household_guard_vik_reg_grantabrycg	DAMAGE_BUILDING	MIN[40];MAX[90]
27275187	SECOND	sw_rebellion_rioting_household_guard_vik_reg_grantabrycg	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275188	SECOND	sw_rebellion_rioting_household_guard_vik_reg_grantabrycg	TARGET	EVENT
27275189	FIRST	sw_rebellion_rioting_household_guard_vik_reg_grianan_aileach	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275190	SECOND	sw_rebellion_rioting_household_guard_vik_reg_grianan_aileach	DAMAGE_BUILDING	MIN[40];MAX[90]
27275191	SECOND	sw_rebellion_rioting_household_guard_vik_reg_grianan_aileach	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275192	SECOND	sw_rebellion_rioting_household_guard_vik_reg_grianan_aileach	TARGET	EVENT
27275193	FIRST	sw_rebellion_rioting_household_guard_vik_reg_guvan	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275194	SECOND	sw_rebellion_rioting_household_guard_vik_reg_guvan	DAMAGE_BUILDING	MIN[40];MAX[90]
27275195	SECOND	sw_rebellion_rioting_household_guard_vik_reg_guvan	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275196	SECOND	sw_rebellion_rioting_household_guard_vik_reg_guvan	TARGET	EVENT
27275197	FIRST	sw_rebellion_rioting_household_guard_vik_reg_haestingas	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275198	SECOND	sw_rebellion_rioting_household_guard_vik_reg_haestingas	DAMAGE_BUILDING	MIN[40];MAX[90]
27275199	SECOND	sw_rebellion_rioting_household_guard_vik_reg_haestingas	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275200	SECOND	sw_rebellion_rioting_household_guard_vik_reg_haestingas	TARGET	EVENT
27275201	FIRST	sw_rebellion_rioting_household_guard_vik_reg_hlymrekr	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275202	SECOND	sw_rebellion_rioting_household_guard_vik_reg_hlymrekr	DAMAGE_BUILDING	MIN[40];MAX[90]
27275203	SECOND	sw_rebellion_rioting_household_guard_vik_reg_hlymrekr	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275204	SECOND	sw_rebellion_rioting_household_guard_vik_reg_hlymrekr	TARGET	EVENT
27275205	FIRST	sw_rebellion_rioting_household_guard_vik_reg_inis_faithlenn	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275206	SECOND	sw_rebellion_rioting_household_guard_vik_reg_inis_faithlenn	DAMAGE_BUILDING	MIN[40];MAX[90]
27275207	SECOND	sw_rebellion_rioting_household_guard_vik_reg_inis_faithlenn	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275208	SECOND	sw_rebellion_rioting_household_guard_vik_reg_inis_faithlenn	TARGET	EVENT
27275209	FIRST	sw_rebellion_rioting_household_guard_vik_reg_ioua	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275210	SECOND	sw_rebellion_rioting_household_guard_vik_reg_ioua	DAMAGE_BUILDING	MIN[40];MAX[90]
27275211	SECOND	sw_rebellion_rioting_household_guard_vik_reg_ioua	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275212	SECOND	sw_rebellion_rioting_household_guard_vik_reg_ioua	TARGET	EVENT
27275213	FIRST	sw_rebellion_rioting_household_guard_vik_reg_lindcylne	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275214	SECOND	sw_rebellion_rioting_household_guard_vik_reg_lindcylne	DAMAGE_BUILDING	MIN[40];MAX[90]
27275215	SECOND	sw_rebellion_rioting_household_guard_vik_reg_lindcylne	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275216	SECOND	sw_rebellion_rioting_household_guard_vik_reg_lindcylne	TARGET	EVENT
27275217	FIRST	sw_rebellion_rioting_household_guard_vik_reg_loidis	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275218	SECOND	sw_rebellion_rioting_household_guard_vik_reg_loidis	DAMAGE_BUILDING	MIN[40];MAX[90]
27275219	SECOND	sw_rebellion_rioting_household_guard_vik_reg_loidis	sw_rebellion_rioting_household_guard_2	DURATION[4]
27275220	SECOND	sw_rebellion_rioting_household_guard_vik_reg_loidis	TARGET	EVENT
27275221	FIRST	sw_rebellion_rioting_household_guard_vik_reg_lunden	TEXT_DISPLAY	LOOKUP[sw_peasants_slaughtered]
27275222	SECOND	sw_rebellion_rioting_household_guard_vik_reg_lunden	DAMAGE_BUILDING	MIN[40];MAX[90]
